id,male,age,yrsmarr,kids,relig,educ,occup,ratemarr,naffairs,affair,vryhap,hapavg,avgmarr,unhap,vryrel,smerel,slghtrel,notrel
"1,038",1,37.00,15.00,1,4,14,5,5,0,0,1,0,0,0,0,1,0,0
"1,039",1,42.00,4.00,1,3,14,4,5,0,0,1,0,0,0,0,0,1,0
"1,045",0,37.00,15.00,1,5,14,5,4,0,0,0,1,0,0,1,0,0,0
"1,046",0,32.00,7.00,1,4,17,5,5,0,0,1,0,0,0,0,1,0,0
"1,050",0,27.00,4.00,1,2,16,5,3,1,1,0,0,1,0,0,0,0,1
"1,054",0,42.00,15.00,1,4,18,6,5,0,0,1,0,0,0,0,1,0,0
"1,056",0,42.00,15.00,1,3,14,4,3,12,1,0,0,1,0,0,0,1,0
"1,057",1,27.00,10.00,1,5,20,6,5,1,1,1,0,0,0,1,0,0,0
"1,059",1,27.00,4.00,0,4,18,6,4,0,0,0,1,0,0,0,1,0,0
"1,063",1,22.00,0.75,0,4,18,6,5,0,0,1,0,0,0,0,1,0,0
"1,068",1,27.00,4.00,1,4,14,5,3,0,0,0,0,1,0,0,1,0,0
"1,070",0,22.00,0.75,0,5,18,1,5,0,0,1,0,0,0,1,0,0,0
"1,072",0,52.00,15.00,1,5,9,5,5,0,0,1,0,0,0,1,0,0,0
"1,073",1,32.00,10.00,1,3,14,5,5,0,0,1,0,0,0,0,0,1,0
"1,075",1,37.00,10.00,1,2,20,6,2,12,1,0,0,0,1,0,0,0,1
"1,077",0,37.00,15.00,1,4,16,4,4,0,0,0,1,0,0,0,1,0,0
"1,080",0,27.00,7.00,1,1,14,3,3,12,1,0,0,1,0,0,0,0,0
"1,081",1,32.00,7.00,1,2,20,5,4,0,0,0,1,0,0,0,0,0,1
"1,083",0,42.00,15.00,1,3,18,1,4,0,0,0,1,0,0,0,0,1,0
"1,084",1,32.00,15.00,1,1,16,5,5,0,0,1,0,0,0,0,0,0,0
"1,086",1,27.00,4.00,1,3,18,5,5,0,0,1,0,0,0,0,0,1,0
"1,087",0,32.00,15.00,1,4,12,3,4,0,0,0,1,0,0,0,1,0,0
"1,089",1,22.00,0.75,1,3,14,2,4,0,0,0,1,0,0,0,0,1,0
"1,096",0,22.00,1.50,0,3,16,5,3,0,0,0,0,1,0,0,0,1,0
"1,102",0,42.00,15.00,1,4,14,3,5,0,0,1,0,0,0,0,1,0,0
"1,103",0,52.00,15.00,1,3,16,5,4,0,0,0,1,0,0,0,0,1,0
"1,107",1,37.00,15.00,1,5,20,6,4,0,0,0,1,0,0,1,0,0,0
"1,109",0,47.00,15.00,1,4,12,2,3,0,0,0,0,1,0,0,1,0,0
"1,115",1,57.00,15.00,1,2,20,6,4,0,0,0,1,0,0,0,0,0,1
"1,119",1,32.00,7.00,1,4,17,5,5,0,0,1,0,0,0,0,1,0,0
"1,124",0,27.00,7.00,1,4,17,1,4,0,0,0,1,0,0,0,1,0,0
"1,125",0,27.00,7.00,1,4,12,1,2,3,1,0,0,0,1,0,1,0,0
"1,126",1,22.00,1.50,0,1,18,6,5,0,0,1,0,0,0,0,0,0,0
"1,128",0,22.00,4.00,1,3,9,1,4,0,0,0,1,0,0,0,0,1,0
"1,129",0,22.00,1.50,0,2,14,1,5,0,0,1,0,0,0,0,0,0,1
"1,130",1,42.00,15.00,1,2,20,6,4,0,0,0,1,0,0,0,0,0,1
"1,131",1,32.00,10.00,1,2,14,4,4,3,1,0,1,0,0,0,0,0,1
"1,133",1,57.00,15.00,1,4,9,2,4,0,0,0,1,0,0,0,1,0,0
"1,138",0,17.50,0.75,1,2,12,1,3,12,1,0,0,1,0,0,0,0,1
"1,140",0,27.00,7.00,1,2,18,1,5,0,0,1,0,0,0,0,0,0,1
"1,143",0,22.00,4.00,1,3,14,1,5,0,0,1,0,0,0,0,0,1,0
"1,146",1,37.00,15.00,1,4,14,5,3,0,0,0,0,1,0,0,1,0,0
"1,150",0,32.00,15.00,1,3,18,5,4,12,1,0,1,0,0,0,0,1,0
"1,153",1,32.00,7.00,1,1,18,6,4,0,0,0,1,0,0,0,0,0,0
"1,156",0,22.00,1.50,0,2,14,5,5,0,0,1,0,0,0,0,0,0,1
"1,157",0,22.00,1.50,1,3,12,1,3,0,0,0,0,1,0,0,0,1,0
"1,158",1,52.00,15.00,1,2,14,5,5,0,0,1,0,0,0,0,0,0,1
"1,160",0,37.00,15.00,1,2,14,1,1,0,0,0,0,0,0,0,0,0,1
"1,161",0,32.00,10.00,1,2,14,5,5,0,0,1,0,0,0,0,0,0,1
"1,163",0,22.00,7.00,0,4,14,4,3,2,1,0,0,1,0,0,1,0,0
"1,166",1,42.00,15.00,1,4,20,4,5,0,0,1,0,0,0,0,1,0,0
"1,169",1,32.00,7.00,1,4,20,6,5,1,1,1,0,0,0,0,1,0,0
"1,177",0,27.00,4.00,1,3,18,4,5,0,0,1,0,0,0,0,0,1,0
"1,178",1,37.00,15.00,1,4,20,6,5,0,0,1,0,0,0,0,1,0,0
"1,180",1,27.00,1.50,0,3,18,5,5,0,0,1,0,0,0,0,0,1,0
"1,187",0,22.00,0.13,0,2,16,6,3,0,0,0,0,1,0,0,0,0,1
"1,191",1,32.00,10.00,1,2,20,6,3,0,0,0,0,1,0,0,0,0,1
"1,195",0,27.00,4.00,0,4,18,5,4,0,0,0,1,0,0,0,1,0,0
"1,198",1,27.00,4.00,1,2,18,6,2,7,1,0,0,0,1,0,0,0,1
"1,204",0,22.00,1.50,1,5,14,5,3,1,1,0,0,1,0,1,0,0,0
"1,207",0,27.00,7.00,1,2,12,5,1,0,0,0,0,0,0,0,0,0,1
"1,208",1,32.00,4.00,1,5,18,6,3,0,0,0,0,1,0,1,0,0,0
"1,209",0,37.00,15.00,1,2,17,5,5,0,0,1,0,0,0,0,0,0,1
"1,211",1,47.00,15.00,0,4,20,6,4,0,0,0,1,0,0,0,1,0,0
"1,215",1,27.00,1.50,0,1,18,5,5,0,0,1,0,0,0,0,0,0,0
"1,218",0,32.00,15.00,0,3,17,5,1,12,1,0,0,0,0,0,0,1,0
"1,221",1,37.00,15.00,1,4,20,6,4,0,0,0,1,0,0,0,1,0,0
"1,226",0,32.00,15.00,1,4,18,1,4,0,0,0,1,0,0,0,1,0,0
"1,229",0,32.00,7.00,1,4,17,5,4,0,0,0,1,0,0,0,1,0,0
"1,230",0,42.00,15.00,1,2,12,1,2,12,1,0,0,0,1,0,0,0,1
"1,231",0,42.00,15.00,1,3,14,1,3,0,0,0,0,1,0,0,0,1,0
"1,234",0,27.00,7.00,1,3,16,1,4,0,0,0,1,0,0,0,0,1,0
"1,235",1,27.00,1.50,0,3,16,4,2,0,0,0,0,0,1,0,0,1,0
"1,236",1,42.00,15.00,1,3,20,5,4,7,1,0,1,0,0,0,0,1,0
"1,242",1,22.00,1.50,0,3,16,3,5,0,0,1,0,0,0,0,0,1,0
"1,245",1,27.00,4.00,1,3,16,4,2,0,0,0,0,0,1,0,0,1,0
"1,247",1,32.00,10.00,0,2,18,4,2,12,1,0,0,0,1,0,0,0,1
"1,259",0,32.00,15.00,1,3,9,1,1,12,1,0,0,0,0,0,0,1,0
"1,260",0,27.00,7.00,1,3,12,1,2,0,0,0,0,0,1,0,0,1,0
"1,266",0,37.00,15.00,1,2,18,5,4,0,0,0,1,0,0,0,0,0,1
"1,271",0,37.00,7.00,1,3,14,4,4,0,0,0,1,0,0,0,0,1,0
"1,273",1,22.00,1.50,0,2,16,5,5,0,0,1,0,0,0,0,0,0,1
"1,276",1,37.00,15.00,1,5,20,5,4,0,0,0,1,0,0,1,0,0,0
"1,280",0,22.00,1.50,0,4,16,5,3,0,0,0,0,1,0,0,1,0,0
"1,282",0,32.00,10.00,1,4,16,1,5,0,0,1,0,0,0,0,1,0,0
"1,285",1,27.00,4.00,0,2,17,5,3,0,0,0,0,1,0,0,0,0,1
"1,294",1,57.00,15.00,1,5,20,4,5,7,1,1,0,0,0,1,0,0,0
"1,295",0,22.00,0.42,0,4,14,5,5,0,0,1,0,0,0,0,1,0,0
"1,298",0,27.00,4.00,0,2,18,5,5,0,0,1,0,0,0,0,0,0,1
"1,299",1,37.00,15.00,1,4,18,5,3,0,0,0,0,1,0,0,1,0,0
"1,304",1,37.00,10.00,1,5,20,7,4,0,0,0,1,0,0,1,0,0,0
"1,305",0,27.00,7.00,1,2,14,4,2,0,0,0,0,0,1,0,0,0,1
"1,311",1,32.00,4.00,1,2,16,5,5,0,0,1,0,0,0,0,0,0,1
"1,314",1,32.00,4.00,1,2,16,6,4,0,0,0,1,0,0,0,0,0,1
"1,319",1,22.00,1.50,0,3,18,4,5,0,0,1,0,0,0,0,0,1,0
"1,322",0,22.00,4.00,1,4,14,3,4,0,0,0,1,0,0,0,1,0,0
"1,324",0,17.50,0.75,0,2,18,5,4,0,0,0,1,0,0,0,0,0,1
"1,327",1,32.00,10.00,1,4,20,4,5,0,0,1,0,0,0,0,1,0,0
"1,328",0,32.00,0.75,0,5,14,3,3,0,0,0,0,1,0,1,0,0,0
"1,330",1,37.00,15.00,1,4,17,5,3,0,0,0,0,1,0,0,1,0,0
"1,332",1,32.00,4.00,0,3,14,4,5,0,0,1,0,0,0,0,0,1,0
"1,333",0,27.00,1.50,0,2,17,3,2,0,0,0,0,0,1,0,0,0,1
"1,336",0,22.00,7.00,1,4,14,1,5,0,0,1,0,0,0,0,1,0,0
"1,341",1,47.00,15.00,1,5,14,6,5,0,0,1,0,0,0,1,0,0,0
"1,344",1,27.00,4.00,1,1,16,4,4,0,0,0,1,0,0,0,0,0,0
"1,352",0,37.00,15.00,1,5,14,1,3,0,0,0,0,1,0,1,0,0,0
"1,353",1,47.00,15.00,1,4,20,6,4,12,1,0,1,0,0,0,1,0,0
"1,358",1,42.00,4.00,1,4,18,5,5,0,0,1,0,0,0,0,1,0,0
"1,359",0,32.00,4.00,1,2,14,1,5,0,0,1,0,0,0,0,0,0,1
"1,361",1,52.00,15.00,1,2,14,7,4,0,0,0,1,0,0,0,0,0,1
"1,364",0,22.00,1.50,0,2,16,1,4,0,0,0,1,0,0,0,0,0,1
"1,368",1,52.00,15.00,1,4,12,2,4,0,0,0,1,0,0,0,1,0,0
"1,370",0,42.00,15.00,1,2,17,6,3,2,1,0,0,1,0,0,0,0,1
"1,384",0,22.00,0.42,0,3,17,1,5,0,0,1,0,0,0,0,0,1,0
"1,390",0,22.00,1.50,0,2,16,5,5,0,0,1,0,0,0,0,0,0,1
"1,393",1,27.00,4.00,1,4,20,6,4,0,0,0,1,0,0,0,1,0,0
"1,394",0,32.00,15.00,1,4,14,1,5,0,0,1,0,0,0,0,1,0,0
"1,402",0,27.00,1.50,0,2,16,3,5,0,0,1,0,0,0,0,0,0,1
"1,407",1,32.00,4.00,0,1,20,6,5,0,0,1,0,0,0,0,0,0,0
"1,408",1,37.00,15.00,1,3,20,6,4,0,0,0,1,0,0,0,0,1,0
"1,412",0,32.00,10.00,0,2,16,6,5,0,0,1,0,0,0,0,0,0,1
"1,413",0,32.00,10.00,1,5,14,5,5,0,0,1,0,0,0,1,0,0,0
"1,416",1,37.00,1.50,1,4,18,5,3,0,0,0,0,1,0,0,1,0,0
"1,417",1,32.00,1.50,0,2,18,4,4,0,0,0,1,0,0,0,0,0,1
"1,418",0,32.00,10.00,1,4,14,1,4,0,0,0,1,0,0,0,1,0,0
"1,419",0,47.00,15.00,1,4,18,5,4,0,0,0,1,0,0,0,1,0,0
"1,420",0,27.00,10.00,1,5,12,1,5,0,0,1,0,0,0,1,0,0,0
"1,423",1,27.00,4.00,1,3,16,4,5,0,0,1,0,0,0,0,0,1,0
"1,424",0,37.00,15.00,1,4,12,4,2,0,0,0,0,0,1,0,1,0,0
"1,427",1,37.00,15.00,1,3,17,6,3,12,1,0,0,1,0,0,0,1,0
"1,432",0,27.00,0.75,0,4,16,5,5,0,0,1,0,0,0,0,1,0,0
"1,433",0,37.00,15.00,1,4,16,1,5,0,0,1,0,0,0,0,1,0,0
"1,437",0,32.00,15.00,1,3,16,1,5,0,0,1,0,0,0,0,0,1,0
"1,438",0,27.00,10.00,1,2,16,1,5,0,0,1,0,0,0,0,0,0,1
"1,439",1,27.00,7.00,0,2,20,6,5,0,0,1,0,0,0,0,0,0,1
"1,445",1,37.00,15.00,1,5,17,5,2,12,1,0,0,0,1,1,0,0,0
"1,446",0,37.00,15.00,1,2,14,1,3,0,0,0,0,1,0,0,0,0,1
"1,450",1,27.00,1.50,1,2,17,4,4,0,0,0,1,0,0,0,0,0,1
"1,451",0,22.00,0.75,1,2,14,1,5,0,0,1,0,0,0,0,0,0,1
"1,452",1,22.00,4.00,1,4,14,2,4,0,0,0,1,0,0,0,1,0,0
"1,453",1,42.00,0.13,0,4,17,6,4,0,0,0,1,0,0,0,1,0,0
"1,456",1,27.00,1.50,1,4,18,6,5,0,0,1,0,0,0,0,1,0,0
"1,460",1,27.00,10.00,1,2,20,6,4,7,1,0,1,0,0,0,0,0,1
"1,464",1,27.00,7.00,1,3,16,6,3,0,0,0,0,1,0,0,0,1,0
"1,469",0,52.00,15.00,1,4,14,1,3,0,0,0,0,1,0,0,1,0,0
"1,473",1,27.00,1.50,0,5,20,5,2,0,0,0,0,0,1,1,0,0,0
"1,480",1,37.00,15.00,1,2,16,5,4,2,1,0,1,0,0,0,0,0,1
"1,481",0,27.00,1.50,0,2,16,5,5,0,0,1,0,0,0,0,0,0,1
"1,482",0,27.00,1.50,0,3,17,5,5,0,0,1,0,0,0,0,0,1,0
"1,496",1,22.00,0.13,0,5,16,4,4,0,0,0,1,0,0,1,0,0,0
"1,497",0,27.00,4.00,1,4,16,1,5,0,0,1,0,0,0,0,1,0,0
"1,504",0,27.00,4.00,1,4,12,1,5,0,0,1,0,0,0,0,1,0,0
"1,505",0,32.00,15.00,1,1,14,5,2,12,1,0,0,0,1,0,0,0,0
"1,513",0,47.00,15.00,1,2,14,5,5,0,0,1,0,0,0,0,0,0,1
"1,515",0,32.00,15.00,1,3,14,5,3,0,0,0,0,1,0,0,0,1,0
"1,534",1,42.00,7.00,1,2,16,5,5,0,0,1,0,0,0,0,0,0,1
"1,535",1,22.00,0.75,0,4,16,6,4,0,0,0,1,0,0,0,1,0,0
"1,536",1,27.00,0.13,0,3,20,6,5,0,0,1,0,0,0,0,0,1,0
"1,540",1,32.00,10.00,1,3,20,6,5,0,0,1,0,0,0,0,0,1,0
"1,543",1,32.00,10.00,1,3,17,6,3,7,1,0,0,1,0,0,0,1,0
"1,548",1,37.00,15.00,1,4,18,5,1,2,1,0,0,0,0,0,1,0,0
"1,550",0,27.00,1.50,0,2,17,5,5,7,1,1,0,0,0,0,0,0,1
"1,551",0,22.00,0.42,0,5,14,4,5,0,0,1,0,0,0,1,0,0,0
"1,555",0,47.00,15.00,1,5,14,1,4,0,0,0,1,0,0,1,0,0,0
"1,557",0,32.00,10.00,1,3,14,1,5,0,0,1,0,0,0,0,0,1,0
"1,561",0,47.00,15.00,1,2,17,5,2,3,1,0,0,0,1,0,0,0,1
"1,564",1,37.00,15.00,1,2,17,5,4,12,1,0,1,0,0,0,0,0,1
"1,566",1,57.00,15.00,1,4,17,5,5,0,0,1,0,0,0,0,1,0,0
"1,567",1,27.00,4.00,1,3,20,6,5,0,0,1,0,0,0,0,0,1,0
"1,573",0,27.00,4.00,0,2,14,5,5,12,1,1,0,0,0,0,0,0,1
"1,575",0,27.00,10.00,1,4,14,1,5,2,1,1,0,0,0,0,1,0,0
"1,576",0,32.00,7.00,1,4,17,1,5,0,0,1,0,0,0,0,1,0,0
"1,584",0,37.00,10.00,1,4,16,1,5,0,0,1,0,0,0,0,1,0,0
"1,585",0,32.00,10.00,1,1,18,1,4,0,0,0,1,0,0,0,0,0,0
"1,590",0,22.00,4.00,0,3,14,1,4,0,0,0,1,0,0,0,0,1,0
"1,594",0,27.00,7.00,1,4,14,3,2,0,0,0,0,0,1,0,1,0,0
"1,595",1,57.00,15.00,1,5,18,5,2,0,0,0,0,0,1,1,0,0,0
"1,599",0,22.00,4.00,1,3,16,1,3,1,1,0,0,1,0,0,0,1,0
"1,603",1,32.00,7.00,1,2,18,5,5,0,0,1,0,0,0,0,0,0,1
"1,608",0,27.00,1.50,0,4,17,1,3,0,0,0,0,1,0,0,1,0,0
"1,609",1,22.00,1.50,0,4,14,5,5,0,0,1,0,0,0,0,1,0,0
"1,615",0,22.00,1.50,1,4,14,5,4,0,0,0,1,0,0,0,1,0,0
"1,616",0,32.00,7.00,1,3,16,1,5,0,0,1,0,0,0,0,0,1,0
"1,617",0,47.00,15.00,1,3,16,5,4,0,0,0,1,0,0,0,0,1,0
"1,620",0,22.00,0.75,0,3,16,1,5,0,0,1,0,0,0,0,0,1,0
"1,621",0,22.00,1.50,1,2,14,5,5,0,0,1,0,0,0,0,0,0,1
"1,622",1,52.00,7.00,0,4,16,5,5,12,1,1,0,0,0,0,1,0,0
"1,629",0,27.00,4.00,1,1,16,3,5,2,1,1,0,0,0,0,0,0,0
"1,637",0,27.00,4.00,1,1,16,5,5,0,0,1,0,0,0,0,0,0,0
"1,638",1,52.00,15.00,1,4,16,5,5,0,0,1,0,0,0,0,1,0,0
"1,650",1,32.00,10.00,1,4,20,6,5,0,0,1,0,0,0,0,1,0,0
"1,654",1,47.00,15.00,1,4,16,6,4,0,0,0,1,0,0,0,1,0,0
"1,664",0,37.00,15.00,1,2,17,6,4,7,1,0,1,0,0,0,0,0,1
"1,665",0,27.00,7.00,1,2,14,1,2,0,0,0,0,0,1,0,0,0,1
"1,669",0,27.00,4.00,0,1,17,3,1,2,1,0,0,0,0,0,0,0,0
"1,670",0,22.00,1.50,0,4,14,4,5,0,0,1,0,0,0,0,1,0,0
"1,671",0,32.00,10.00,1,2,16,5,4,0,0,0,1,0,0,0,0,0,1
"1,674",0,17.50,0.75,1,2,12,3,5,12,1,1,0,0,0,0,0,0,1
"1,675",0,22.00,0.75,0,2,16,5,4,0,0,0,1,0,0,0,0,0,1
"1,682",0,32.00,15.00,1,5,18,5,4,7,1,0,1,0,0,1,0,0,0
"1,685",0,22.00,4.00,0,1,16,3,5,7,1,1,0,0,0,0,0,0,0
"1,688",0,22.00,1.50,0,2,16,5,5,0,0,1,0,0,0,0,0,0,1
"1,691",0,42.00,15.00,1,3,18,6,4,0,0,0,1,0,0,0,0,1,0
"1,695",0,27.00,7.00,1,5,14,4,5,0,0,1,0,0,0,1,0,0,0
"1,697",1,32.00,4.00,1,4,18,6,4,2,1,0,1,0,0,0,1,0,0
"1,698",1,42.00,15.00,1,4,16,4,4,0,0,0,1,0,0,0,1,0,0
"1,704",0,57.00,15.00,1,3,18,5,2,0,0,0,0,0,1,0,0,1,0
"1,705",1,42.00,15.00,1,3,18,6,2,0,0,0,0,0,1,0,0,1,0
"1,711",0,32.00,7.00,1,2,14,1,2,0,0,0,0,0,1,0,0,0,1
"1,716",0,22.00,1.50,1,3,18,5,2,1,1,0,0,0,1,0,0,1,0
"1,719",1,22.00,4.00,0,5,12,4,5,0,0,1,0,0,0,1,0,0,0
"1,723",0,22.00,1.50,0,1,16,6,5,0,0,1,0,0,0,0,0,0,0
"1,726",0,22.00,0.75,0,1,14,4,5,0,0,1,0,0,0,0,0,0,0
"1,730",0,42.00,15.00,1,2,17,5,4,3,1,0,1,0,0,0,0,0,1
"1,731",1,32.00,7.00,1,4,16,4,4,1,1,0,1,0,0,0,1,0,0
"1,732",1,37.00,15.00,0,3,14,6,2,12,1,0,0,0,1,0,0,1,0
"1,743",1,42.00,15.00,1,3,16,6,3,1,1,0,0,1,0,0,0,1,0
"1,749",0,32.00,15.00,1,4,12,1,5,0,0,1,0,0,0,0,1,0,0
"1,751",1,27.00,4.00,1,1,18,5,4,1,1,0,1,0,0,0,0,0,0
"1,752",1,22.00,1.50,0,2,18,5,3,0,0,0,0,1,0,0,0,0,1
"1,754",1,27.00,4.00,1,5,17,2,5,0,0,1,0,0,0,1,0,0,0
"1,757",1,37.00,15.00,1,4,20,7,3,2,1,0,0,1,0,0,1,0,0
"1,758",0,27.00,4.00,1,4,12,1,5,0,0,1,0,0,0,0,1,0,0
"1,761",1,42.00,15.00,1,5,18,5,4,0,0,0,1,0,0,1,0,0,0
"1,763",1,37.00,15.00,1,3,20,6,4,7,1,0,1,0,0,0,0,1,0
"1,766",1,22.00,1.50,0,2,12,3,3,3,1,0,0,1,0,0,0,0,1
"1,772",1,32.00,4.00,1,3,20,6,2,3,1,0,0,0,1,0,0,1,0
"1,773",1,32.00,1.50,0,2,20,7,3,0,0,0,0,1,0,0,0,0,1
"1,775",1,57.00,15.00,0,4,9,3,1,0,0,0,0,0,0,0,1,0,0
"1,776",1,32.00,15.00,1,5,20,6,5,2,1,1,0,0,0,1,0,0,0
"1,782",0,52.00,15.00,1,1,18,5,5,12,1,1,0,0,0,0,0,0,0
"1,784",1,47.00,15.00,0,1,18,6,5,12,1,1,0,0,0,0,0,0,0
"1,786",1,37.00,7.00,0,4,18,5,5,0,0,1,0,0,0,0,1,0,0
"1,791",0,32.00,15.00,1,4,16,4,4,3,1,0,1,0,0,0,1,0,0
"1,793",1,52.00,15.00,1,2,17,5,4,0,0,0,1,0,0,0,0,0,1
"1,799",1,47.00,15.00,1,4,17,6,5,0,0,1,0,0,0,0,1,0,0
"1,803",0,27.00,7.00,0,2,17,5,4,0,0,0,1,0,0,0,0,0,1
"1,806",0,27.00,7.00,1,4,14,5,5,0,0,1,0,0,0,0,1,0,0
"1,807",0,22.00,4.00,0,2,14,3,3,0,0,0,0,1,0,0,0,0,1
"1,808",1,37.00,7.00,1,2,20,6,5,0,0,1,0,0,0,0,0,0,1
"1,814",1,27.00,7.00,0,4,12,4,3,0,0,0,0,1,0,0,1,0,0
"1,815",1,42.00,10.00,1,4,18,6,4,0,0,0,1,0,0,0,1,0,0
"1,818",0,22.00,1.50,0,3,14,1,5,0,0,1,0,0,0,0,0,1,0
"1,827",0,22.00,4.00,1,2,14,1,3,0,0,0,0,1,0,0,0,0,1
"1,831",0,32.00,15.00,1,3,14,3,2,7,1,0,0,0,1,0,0,1,0
"1,834",0,57.00,15.00,0,4,20,6,5,0,0,1,0,0,0,0,1,0,0
"1,835",1,37.00,15.00,1,4,14,4,3,0,0,0,0,1,0,0,1,0,0
"1,840",0,27.00,7.00,1,4,16,1,2,7,1,0,0,0,1,0,1,0,0
"1,843",0,27.00,7.00,1,3,18,5,5,0,0,1,0,0,0,0,0,1,0
"1,844",1,42.00,15.00,1,3,18,6,2,12,1,0,0,0,1,0,0,1,0
"1,846",0,17.50,10.00,0,4,14,4,5,0,0,1,0,0,0,0,1,0,0
"1,850",1,22.00,4.00,1,4,16,5,5,0,0,1,0,0,0,0,1,0,0
"1,851",0,27.00,4.00,1,2,16,1,4,0,0,0,1,0,0,0,0,0,1
"1,854",0,37.00,15.00,1,2,14,5,1,0,0,0,0,0,0,0,0,0,1
"1,856",0,42.00,15.00,1,2,14,3,2,7,1,0,0,0,1,0,0,0,1
"1,859",0,22.00,1.50,0,5,14,1,4,0,0,0,1,0,0,1,0,0,0
"1,861",1,27.00,7.00,1,2,20,5,4,0,0,0,1,0,0,0,0,0,1
"1,866",1,27.00,4.00,1,4,14,5,5,0,0,1,0,0,0,0,1,0,0
"1,873",1,22.00,0.13,0,1,16,3,5,0,0,1,0,0,0,0,0,0,0
"1,875",0,27.00,7.00,1,4,14,1,4,0,0,0,1,0,0,0,1,0,0
"1,876",1,27.00,7.00,1,2,17,5,4,12,1,0,1,0,0,0,0,0,1
"1,885",0,32.00,15.00,1,5,16,5,3,0,0,0,0,1,0,1,0,0,0
"1,892",1,32.00,10.00,1,4,18,5,4,0,0,0,1,0,0,0,1,0,0
"1,895",0,32.00,15.00,1,2,14,3,4,0,0,0,1,0,0,0,0,0,1
"1,896",0,22.00,1.50,0,3,17,5,5,0,0,1,0,0,0,0,0,1,0
"1,897",1,27.00,4.00,1,4,17,4,4,0,0,0,1,0,0,0,1,0,0
"1,899",0,52.00,15.00,1,5,14,1,5,0,0,1,0,0,0,1,0,0,0
"1,904",0,27.00,7.00,1,2,12,1,2,0,0,0,0,0,1,0,0,0,1
"1,905",0,27.00,7.00,1,3,12,1,4,0,0,0,1,0,0,0,0,1,0
"1,908",0,42.00,15.00,1,2,14,1,4,0,0,0,1,0,0,0,0,0,1
"1,916",0,42.00,15.00,1,4,14,5,4,0,0,0,1,0,0,0,1,0,0
"1,918",1,27.00,7.00,1,4,14,3,3,0,0,0,0,1,0,0,1,0,0
"1,920",1,27.00,7.00,1,2,20,6,2,0,0,0,0,0,1,0,0,0,1
"1,929",1,32.00,10.00,1,4,14,4,3,3,1,0,0,1,0,0,1,0,0
"1,930",0,42.00,15.00,1,3,12,3,3,0,0,0,0,1,0,0,0,1,0
"1,935",1,47.00,15.00,1,3,16,4,2,7,1,0,0,0,1,0,0,1,0
"1,938",1,22.00,1.50,1,1,12,2,5,1,1,1,0,0,0,0,0,0,0
"1,940",1,27.00,4.00,1,3,16,3,5,0,0,1,0,0,0,0,0,1,0
"1,941",0,32.00,10.00,1,2,18,5,4,7,1,0,1,0,0,0,0,0,1
"1,947",0,27.00,7.00,1,3,14,1,4,0,0,0,1,0,0,0,0,1,0
"1,949",0,22.00,1.50,0,2,14,4,5,0,0,1,0,0,0,0,0,0,1
"1,951",0,27.00,4.00,1,4,14,1,4,0,0,0,1,0,0,0,1,0,0
"1,952",0,22.00,4.00,0,4,14,5,5,0,0,1,0,0,0,0,1,0,0
"1,954",1,32.00,10.00,1,2,17,6,5,2,1,1,0,0,0,0,0,0,1
"1,959",1,22.00,7.00,1,3,18,6,2,2,1,0,0,0,1,0,0,1,0
"1,960",0,22.00,1.50,0,2,16,4,5,0,0,1,0,0,0,0,0,0,1
"9,001",1,47.00,15.00,0,4,14,5,4,0,0,0,1,0,0,0,1,0,0
"9,010",0,32.00,15.00,1,3,14,1,5,1,1,1,0,0,0,0,0,1,0
"9,012",1,37.00,10.00,1,2,18,6,2,0,0,0,0,0,1,0,0,0,1
"9,023",1,37.00,15.00,1,3,17,5,4,0,0,0,1,0,0,0,0,1,0
"9,029",0,27.00,4.00,1,2,16,1,4,0,0,0,1,0,0,0,0,0,1
